,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
196,37.75,6.93287767191607,7.67021808846458,7.429022651694467,6.827413742219968,24.192388155425117,106.0,123.15894039735099,147.0
197,373.0,21.792621462004423,57.63009800676363,37.37332412064953,15.078687670486548,107.20458146424488,106.0,167.00067024128685,230.0
198,86.75,10.509687459947386,-45.45593927648256,12.179279489857718,9.24830746795818,37.84924240491749,106.0,128.68876080691643,157.0
199,163.5,14.428259270064393,-78.74562655591969,14.867031952328077,14.248515609426313,49.50609665440987,106.0,176.72782874617738,229.0
200,14.75,4.3336224206596095,-86.18548851934656,5.578100658177595,3.5241182637296915,13.949747468305834,106.0,127.89830508474576,164.0
201,264.25,18.34267018992237,75.12172046659194,19.391740296053985,17.702490076716895,73.94112549695427,106.0,170.35099337748343,229.0
202,9.5,3.477898169151024,-48.20155206728493,3.719874281283657,3.3658194125047736,10.82842712474619,106.0,125.89473684210526,175.0
203,243.25,17.598736297155778,-63.71633594299074,24.063224276365876,15.22235224551569,81.76955262170047,106.0,165.29393627954778,234.0
204,123.25,12.527041705391134,34.028048565922774,13.633875173689011,11.645568615091308,41.798989873223334,106.0,164.87018255578093,232.0
205,231.25,17.159156293944243,72.81565160889144,17.926457575331145,16.542976216997406,57.04163056034261,106.0,159.5762162162162,234.0
206,172.25,14.809304898631527,67.7607501337456,15.983850891814745,14.038538830899043,51.21320343559643,106.0,173.27866473149493,233.0
207,179.25,15.10722305368455,34.80560414804025,16.888638397006535,13.66411208189069,52.50609665440987,106.0,160.26778242677824,214.0
208,315.75,20.05057072130685,-66.48593943886179,23.777184388393934,18.01212872211284,81.90559159102155,106.0,163.51860649247823,235.0
209,10.0,3.5682482323055424,-9.271065186886569,6.79756996537587,1.985709587482492,13.82842712474619,107.0,124.85,147.0
210,2.25,1.692568750643269,45.00001609038752,1.632993161855452,1.632993161855452,4.0,109.0,123.33333333333333,144.0
211,98.25,11.18462271470208,56.85161266687545,14.439960181208862,9.598359878332428,46.367009357883866,106.0,158.6259541984733,226.0
212,5.0,2.5231325220201604,45.00001609038752,2.8600699292150185,2.23606797749979,7.121320343559642,106.0,114.65,126.0
213,37.5,6.909882989426709,21.216123684547906,8.324566618101247,5.998880595458802,23.071067811865476,106.0,133.84,193.0
214,126.0,12.666024736934256,-73.55529883358993,14.7349937962084,11.064897403515122,48.92031021678297,106.0,167.03174603174602,255.0
215,254.75,18.00993542523911,37.81045089300672,20.353065557707776,16.69104669316256,73.31980515339464,106.0,167.85475956820412,237.0
216,27.5,5.917270272703197,71.80666410050921,6.22764902973032,5.717670807533907,18.77817459305202,106.0,124.21818181818182,145.0
217,222.0,16.812470934731934,-57.54870889784495,17.311325504131343,16.456244582314675,57.99137802864845,106.0,161.70157657657657,237.0
218,55.75,8.42514715711158,-85.19610463507863,9.005989535482653,8.059018175630046,28.606601717798213,106.0,128.07623318385652,152.0
219,164.25,14.461313744703505,59.70013915614579,15.358407933652153,13.719652244771815,49.67766952966369,106.0,163.53424657534248,217.0
220,35.5,6.723094811029982,-44.820852406720206,6.966669026474594,6.514928758499732,21.071067811865476,107.0,147.61971830985917,193.0
221,22.75,5.382025607773058,75.4508667920921,8.45401836819255,3.6470505686128143,19.65685424949238,108.0,131.34065934065933,152.0
222,141.75,13.434347973244154,87.71693180313514,16.426399663163785,11.118184011500928,45.970562748477136,106.0,164.58201058201058,215.0
